Animal_ID,Timestamp,temp_without_drink_cycles,animal_activity
4380,2018-07-12 03:22:00,40.40,3.40
11381,2018-07-12 03:22:00,38.52,14.82
4382,2018-07-12 03:22:00,39.83,2.35
11593,2018-07-12 03:23:00,40.37,4.50
11587,2018-07-12 03:23:00,39.09,5.90
2719,2018-07-12 03:24:00,40.10,4.90
9659,2018-07-12 03:27:00,39.76,3.34
11552,2018-07-12 03:28:00,39.71,3.39
11586,2018-07-12 03:31:00,39.91,4.86
4382,2018-07-12 03:32:00,39.75,2.32
4380,2018-07-12 03:32:00,40.40,4.27
11381,2018-07-12 03:32:00,38.44,10.02
11593,2018-07-12 03:33:00,40.31,4.06
11587,2018-07-12 03:33:00,39.01,3.55
2719,2018-07-12 03:34:00,40.16,4.72
9659,2018-07-12 03:37:00,39.76,4.50
11552,2018-07-12 03:38:00,39.62,4.38
11586,2018-07-12 03:41:00,40.00,3.14
4382,2018-07-12 03:42:00,39.85,2.26
4380,2018-07-12 03:42:00,40.40,2.76
11381,2018-07-12 03:42:00,38.44,12.01
11593,2018-07-12 03:43:00,40.28,3.54
11587,2018-07-12 03:43:00,38.95,1.46
2719,2018-07-12 03:44:00,40.16,4.94
9659,2018-07-12 03:47:00,39.76,5.65
11552,2018-07-12 03:48:00,39.54,3.98
11586,2018-07-12 03:51:00,40.06,4.22
11381,2018-07-12 03:52:00,38.56,11.36
4380,2018-07-12 03:52:00,40.46,3.95
4382,2018-07-12 03:52:00,40.06,2.05
11587,2018-07-12 03:53:00,39.01,1.06
11593,2018-07-12 03:53:00,40.22,3.75
2719,2018-07-12 03:54:00,40.19,4.74
9659,2018-07-12 03:57:00,39.76,4.91
11552,2018-07-12 03:58:00,39.46,4.31
11586,2018-07-12 04:01:00,40.12,4.50
4380,2018-07-12 04:02:00,40.55,5.16
4382,2018-07-12 04:02:00,40.22,1.81
11381,2018-07-12 04:02:00,38.68,11.72
11593,2018-07-12 04:03:00,40.22,3.68
11587,2018-07-12 04:03:00,39.10,1.30
2719,2018-07-12 04:04:00,40.19,3.74
9659,2018-07-12 04:07:00,39.76,2.91
11552,2018-07-12 04:08:00,39.37,4.11
11586,2018-07-12 04:11:00,40.12,4.08
11381,2018-07-12 04:12:00,38.77,13.92
4382,2018-07-12 04:12:00,40.37,1.59
4380,2018-07-12 04:12:00,40.55,3.22
11593,2018-07-12 04:13:00,40.25,4.79
11587,2018-07-12 04:13:00,39.22,1.61
2719,2018-07-12 04:14:00,40.25,4.87
9659,2018-07-12 04:17:00,39.79,3.28
11552,2018-07-12 04:18:00,39.55,4.46
11586,2018-07-12 04:21:00,40.04,5.29
11381,2018-07-12 04:22:00,38.92,16.53
4380,2018-07-12 04:22:00,40.47,3.93
4382,2018-07-12 04:22:00,40.49,1.09
11593,2018-07-12 04:23:00,40.28,4.71
11587,2018-07-12 04:23:00,39.22,3.72
2719,2018-07-12 04:24:00,40.28,3.83
9659,2018-07-12 04:27:00,39.79,2.98
11552,2018-07-12 04:28:00,39.67,5.53
11586,2018-07-12 04:31:00,39.96,4.33
4382,2018-07-12 04:32:00,40.58,1.21
11381,2018-07-12 04:32:00,38.98,11.40
4380,2018-07-12 04:32:00,40.39,4.30
11587,2018-07-12 04:33:00,39.22,3.23
11593,2018-07-12 04:33:00,40.31,7.84
2719,2018-07-12 04:34:00,40.34,5.54
9659,2018-07-12 04:37:00,39.82,3.01
11552,2018-07-12 04:38:00,39.70,3.06
11586,2018-07-12 04:41:00,39.94,5.30
4380,2018-07-12 04:42:00,40.30,4.74
11381,2018-07-12 04:42:00,39.04,10.28
4382,2018-07-12 04:42:00,40.65,0.99
11587,2018-07-12 04:43:00,39.22,1.80
11593,2018-07-12 04:43:00,40.31,5.39
2719,2018-07-12 04:44:00,40.34,4.16
9659,2018-07-12 04:47:00,39.85,4.63
11552,2018-07-12 04:48:00,39.70,2.54
11586,2018-07-12 04:51:00,39.97,4.25
4382,2018-07-12 04:52:00,40.67,0.81
11381,2018-07-12 04:52:00,39.10,8.57
4380,2018-07-12 04:52:00,40.22,3.99
11587,2018-07-12 04:53:00,39.31,2.19
11593,2018-07-12 04:53:00,40.31,3.93
2719,2018-07-12 04:54:00,40.31,6.45
9659,2018-07-12 04:57:00,39.94,3.29
11552,2018-07-12 04:58:00,39.79,2.15
11586,2018-07-12 05:01:00,40.10,3.38
4382,2018-07-12 05:02:00,40.71,1.64
11381,2018-07-12 05:02:00,39.13,5.60
4380,2018-07-12 05:02:00,40.14,3.83
11587,2018-07-12 05:03:00,39.31,7.93
11593,2018-07-12 05:03:00,40.22,4.49
2719,2018-07-12 05:04:00,40.28,5.29
9659,2018-07-12 05:07:00,39.94,4.99
11552,2018-07-12 05:08:00,39.91,2.45
11586,2018-07-12 05:11:00,40.10,5.00
4382,2018-07-12 05:12:00,40.71,2.90
11381,2018-07-12 05:12:00,39.19,5.28
4380,2018-07-12 05:12:00,40.05,4.69
11587,2018-07-12 05:13:00,39.23,6.63
11593,2018-07-12 05:13:00,40.14,5.28
2719,2018-07-12 05:14:00,40.28,7.82
9659,2018-07-12 05:17:00,39.94,3.38
11552,2018-07-12 05:18:00,40.03,3.88
11586,2018-07-12 05:21:00,40.01,4.49
4380,2018-07-12 05:22:00,39.97,4.59
11381,2018-07-12 05:22:00,39.22,5.43
4382,2018-07-12 05:22:00,40.71,3.28
11587,2018-07-12 05:23:00,39.14,5.16
11593,2018-07-12 05:23:00,40.06,4.25
2719,2018-07-12 05:24:00,40.28,6.48
9659,2018-07-12 05:27:00,39.97,3.15
11552,2018-07-12 05:28:00,40.06,4.02
11586,2018-07-12 05:31:00,39.93,4.69
4380,2018-07-12 05:32:00,39.89,4.85
11381,2018-07-12 05:32:00,39.22,8.39
4382,2018-07-12 05:32:00,40.62,1.84
11593,2018-07-12 05:33:00,39.97,3.63
11587,2018-07-12 05:33:00,39.06,5.30
2719,2018-07-12 05:34:00,40.25,6.37
9659,2018-07-12 05:37:00,40.03,3.40
11552,2018-07-12 05:38:00,40.10,2.44
11586,2018-07-12 05:41:00,39.84,4.30
4382,2018-07-12 05:42:00,40.54,1.61
11381,2018-07-12 05:42:00,39.22,7.16
4380,2018-07-12 05:42:00,39.80,4.08
11587,2018-07-12 05:43:00,38.98,5.97
11593,2018-07-12 05:43:00,39.89,2.20
2719,2018-07-12 05:44:00,40.25,6.71
9659,2018-07-12 05:47:00,40.12,3.23
11552,2018-07-12 05:48:00,40.10,4.31
11586,2018-07-12 05:51:00,39.76,2.64
4382,2018-07-12 05:52:00,40.46,3.37
4380,2018-07-12 05:52:00,40.00,3.98
11381,2018-07-12 05:52:00,39.22,4.30
11593,2018-07-12 05:53:00,39.81,2.19
11587,2018-07-12 05:53:00,38.89,3.73
2719,2018-07-12 05:54:00,40.25,5.09
9659,2018-07-12 05:57:00,40.19,3.43
11552,2018-07-12 05:58:00,40.10,3.48
11586,2018-07-12 06:01:00,39.68,4.46
11381,2018-07-12 06:02:00,39.22,4.52
4380,2018-07-12 06:02:00,40.06,4.33
4382,2018-07-12 06:02:00,40.37,3.79
11587,2018-07-12 06:03:00,38.86,6.49
11593,2018-07-12 06:03:00,39.72,1.22
2719,2018-07-12 06:04:00,40.19,4.71
9659,2018-07-12 06:07:00,40.19,3.76
11552,2018-07-12 06:08:00,40.03,2.90
11586,2018-07-12 06:11:00,39.59,4.30
4382,2018-07-12 06:12:00,40.29,2.73
11381,2018-07-12 06:12:00,39.22,4.91
4380,2018-07-12 06:12:00,40.06,4.87
11587,2018-07-12 06:13:00,38.95,3.69
11593,2018-07-12 06:13:00,39.67,1.63
2719,2018-07-12 06:14:00,40.10,5.20
9659,2018-07-12 06:17:00,40.19,3.17
11552,2018-07-12 06:18:00,39.95,5.54
11586,2018-07-12 06:21:00,39.55,4.22
11381,2018-07-12 06:22:00,39.16,7.51
4380,2018-07-12 06:22:00,40.00,4.20
4382,2018-07-12 06:22:00,40.21,4.40
11587,2018-07-12 06:23:00,39.04,7.73
11593,2018-07-12 06:23:00,39.67,1.70
2719,2018-07-12 06:24:00,40.02,6.51
9659,2018-07-12 06:27:00,40.16,2.35
11552,2018-07-12 06:28:00,39.87,5.15
11586,2018-07-12 06:31:00,39.58,5.87
4380,2018-07-12 06:32:00,40.00,4.50
4382,2018-07-12 06:32:00,40.12,3.63
11381,2018-07-12 06:32:00,39.10,12.61
11587,2018-07-12 06:33:00,39.10,7.75
11593,2018-07-12 06:33:00,39.70,2.62
2719,2018-07-12 06:34:00,39.94,2.25
9659,2018-07-12 06:37:00,40.16,2.81
11552,2018-07-12 06:38:00,39.78,6.24
11586,2018-07-12 06:41:00,39.58,4.22
4380,2018-07-12 06:42:00,40.00,1.53
11381,2018-07-12 06:42:00,39.10,14.17
4382,2018-07-12 06:42:00,40.34,2.52
11587,2018-07-12 06:43:00,39.10,9.16
11593,2018-07-12 06:43:00,39.70,3.44
2719,2018-07-12 06:44:00,39.85,3.26
9659,2018-07-12 06:47:00,40.19,3.16
11552,2018-07-12 06:48:00,39.70,5.04
11586,2018-07-12 06:51:00,39.58,6.44
4382,2018-07-12 06:52:00,40.58,2.10
4380,2018-07-12 06:52:00,40.03,3.23
11381,2018-07-12 06:52:00,39.16,13.93
11587,2018-07-12 06:53:00,39.07,6.86
11593,2018-07-12 06:53:00,39.76,3.61
2719,2018-07-12 06:54:00,39.77,4.99
9659,2018-07-12 06:57:00,40.22,4.63
11552,2018-07-12 06:58:00,39.62,4.81
11586,2018-07-12 07:01:00,39.58,2.86
4382,2018-07-12 07:02:00,40.74,1.94
4380,2018-07-12 07:02:00,40.06,4.11
11381,2018-07-12 07:02:00,39.22,7.70
11593,2018-07-12 07:03:00,39.76,3.26
11587,2018-07-12 07:03:00,39.04,4.61
2719,2018-07-12 07:04:00,39.73,2.71
9659,2018-07-12 07:07:00,40.22,2.10
11552,2018-07-12 07:08:00,39.53,4.69
11586,2018-07-12 07:11:00,39.52,2.55
4382,2018-07-12 07:12:00,40.83,1.75
4380,2018-07-12 07:12:00,40.10,2.86
11381,2018-07-12 07:12:00,39.25,7.40
11593,2018-07-12 07:13:00,39.76,3.11
11587,2018-07-12 07:13:00,39.04,4.12
2719,2018-07-12 07:14:00,39.73,2.86
9659,2018-07-12 07:17:00,40.22,3.00
11552,2018-07-12 07:18:00,39.45,3.82
11586,2018-07-12 07:21:00,39.52,3.55
4380,2018-07-12 07:22:00,40.12,3.57
11381,2018-07-12 07:22:00,39.25,11.07
4382,2018-07-12 07:22:00,40.92,1.93
11593,2018-07-12 07:23:00,39.76,3.26
11587,2018-07-12 07:23:00,39.07,3.63
2719,2018-07-12 07:24:00,39.79,3.60
9659,2018-07-12 07:27:00,40.13,2.97
11552,2018-07-12 07:28:00,39.37,4.25
11586,2018-07-12 07:31:00,39.55,4.97
4382,2018-07-12 07:32:00,40.92,2.21
11381,2018-07-12 07:32:00,39.22,8.17
4380,2018-07-12 07:32:00,40.12,2.69
11593,2018-07-12 07:33:00,39.82,4.15
11587,2018-07-12 07:33:00,39.10,5.76
2719,2018-07-12 07:34:00,39.82,3.15
9659,2018-07-12 07:37:00,40.05,2.51
11552,2018-07-12 07:38:00,39.46,3.46
11586,2018-07-12 07:41:00,39.55,4.33
11381,2018-07-12 07:42:00,39.16,6.00
4380,2018-07-12 07:42:00,40.12,2.52
4382,2018-07-12 07:42:00,40.89,2.18
11593,2018-07-12 07:43:00,39.88,3.38
11587,2018-07-12 07:43:00,39.10,2.77
2719,2018-07-12 07:44:00,39.85,6.31
9659,2018-07-12 07:47:00,39.97,2.61
11552,2018-07-12 07:48:00,39.55,5.18
11586,2018-07-12 07:51:00,39.55,6.52
4382,2018-07-12 07:52:00,40.86,2.27
4380,2018-07-12 07:52:00,40.10,3.26
11381,2018-07-12 07:52:00,39.13,9.98
11587,2018-07-12 07:53:00,39.04,1.68
11593,2018-07-12 07:53:00,39.94,3.23
2719,2018-07-12 07:54:00,39.94,6.06
9659,2018-07-12 07:57:00,39.88,2.46
11552,2018-07-12 07:58:00,39.61,5.03
11586,2018-07-12 08:01:00,39.55,4.53
4382,2018-07-12 08:02:00,40.86,3.64
4380,2018-07-12 08:02:00,40.10,4.52
11381,2018-07-12 08:02:00,39.10,11.39
11587,2018-07-12 08:03:00,39.01,2.67
11593,2018-07-12 08:03:00,40.03,3.80
2719,2018-07-12 08:04:00,40.00,4.22
9659,2018-07-12 08:07:00,39.80,3.69
11552,2018-07-12 08:08:00,39.73,4.98
11586,2018-07-12 08:11:00,39.52,3.15
4380,2018-07-12 08:12:00,40.03,2.83
4382,2018-07-12 08:12:00,40.83,3.59
11381,2018-07-12 08:12:00,39.10,13.79
11593,2018-07-12 08:13:00,40.03,3.36
11587,2018-07-12 08:13:00,39.01,2.55
2719,2018-07-12 08:14:00,40.03,3.74
9659,2018-07-12 08:17:00,39.72,5.16
11552,2018-07-12 08:18:00,39.79,3.23
11586,2018-07-12 08:21:00,39.52,2.89
4382,2018-07-12 08:22:00,40.83,2.82
11381,2018-07-12 08:22:00,39.10,11.86
4380,2018-07-12 08:22:00,39.97,1.73
11593,2018-07-12 08:23:00,40.03,4.06
11587,2018-07-12 08:23:00,39.01,2.32
2719,2018-07-12 08:24:00,40.03,5.07
9659,2018-07-12 08:27:00,39.63,3.07
11552,2018-07-12 08:28:00,39.82,3.68
11586,2018-07-12 08:31:00,39.46,2.74
11381,2018-07-12 08:32:00,39.13,12.48
4380,2018-07-12 08:32:00,39.97,1.96
4382,2018-07-12 08:32:00,40.83,2.69
11593,2018-07-12 08:33:00,39.95,4.72
11587,2018-07-12 08:33:00,39.10,2.87
2719,2018-07-12 08:34:00,40.03,3.11
9659,2018-07-12 08:37:00,39.61,2.76
11552,2018-07-12 08:38:00,39.91,3.45
11586,2018-07-12 08:41:00,39.46,2.97
4380,2018-07-12 08:42:00,40.06,2.00
4382,2018-07-12 08:42:00,40.89,3.34
11381,2018-07-12 08:42:00,39.19,17.07
11593,2018-07-12 08:43:00,39.94,4.54
11587,2018-07-12 08:43:00,39.19,2.75
2719,2018-07-12 08:44:00,40.00,4.06
9659,2018-07-12 08:47:00,39.70,2.53
11552,2018-07-12 08:48:00,39.94,5.43
11586,2018-07-12 08:51:00,39.49,2.57
4380,2018-07-12 08:52:00,40.12,2.85
11381,2018-07-12 08:52:00,39.22,9.97
4382,2018-07-12 08:52:00,40.89,1.77
11593,2018-07-12 08:53:00,39.94,5.27
11587,2018-07-12 08:53:00,39.19,1.32
2719,2018-07-12 08:54:00,39.97,4.88
9659,2018-07-12 08:57:00,39.76,2.26
11552,2018-07-12 08:58:00,39.94,4.64
11586,2018-07-12 09:01:00,39.70,3.06
4382,2018-07-12 09:02:00,40.86,2.47
4380,2018-07-12 09:02:00,40.19,3.19
11381,2018-07-12 09:02:00,39.22,10.00
11593,2018-07-12 09:03:00,39.97,6.46
11587,2018-07-12 09:03:00,39.10,1.67
2719,2018-07-12 09:04:00,39.97,5.14
9659,2018-07-12 09:07:00,39.85,2.65
11552,2018-07-12 09:08:00,39.94,3.34
11586,2018-07-12 09:11:00,39.82,4.14
4380,2018-07-12 09:12:00,40.19,2.51
11381,2018-07-12 09:12:00,39.16,6.51
4382,2018-07-12 09:12:00,40.78,1.12
11587,2018-07-12 09:13:00,39.10,2.72
11593,2018-07-12 09:13:00,39.97,5.01
2719,2018-07-12 09:14:00,39.94,7.50
9659,2018-07-12 09:17:00,39.91,4.04
11552,2018-07-12 09:18:00,39.94,2.50
11586,2018-07-12 09:21:00,39.85,4.80
11381,2018-07-12 09:22:00,39.10,2.59
4382,2018-07-12 09:22:00,40.74,0.74
4380,2018-07-12 09:22:00,40.12,3.16
11587,2018-07-12 09:23:00,39.13,2.68
11593,2018-07-12 09:23:00,39.94,4.66
2719,2018-07-12 09:24:00,39.94,5.95
9659,2018-07-12 09:27:00,40.06,3.83
11552,2018-07-12 09:28:00,39.97,3.88
11586,2018-07-12 09:31:00,39.85,4.12
4382,2018-07-12 09:32:00,40.71,0.89
4380,2018-07-12 09:32:00,40.10,3.91
11381,2018-07-12 09:32:00,39.07,3.07
11587,2018-07-12 09:33:00,39.13,3.63
11593,2018-07-12 09:33:00,39.86,4.31
2719,2018-07-12 09:34:00,39.88,6.29
9659,2018-07-12 09:37:00,40.06,4.96
11552,2018-07-12 09:38:00,40.00,4.85
11586,2018-07-12 09:41:00,39.85,4.04
4382,2018-07-12 09:42:00,40.71,0.78
4380,2018-07-12 09:42:00,40.10,3.31
11381,2018-07-12 09:42:00,39.01,2.91
11587,2018-07-12 09:43:00,39.16,5.13
11593,2018-07-12 09:43:00,39.78,4.44
2719,2018-07-12 09:44:00,39.88,7.04
9659,2018-07-12 09:47:00,40.00,5.90
11552,2018-07-12 09:48:00,40.00,10.10
11586,2018-07-12 09:51:00,39.85,3.43
4382,2018-07-12 09:52:00,40.71,0.74
11381,2018-07-12 09:52:00,38.98,3.87
4380,2018-07-12 09:52:00,40.10,3.10
11593,2018-07-12 09:53:00,39.69,3.48
11587,2018-07-12 09:53:00,39.16,3.13
2719,2018-07-12 09:54:00,39.88,3.50
9659,2018-07-12 09:57:00,39.92,4.16
11552,2018-07-12 09:58:00,39.92,7.27
11586,2018-07-12 10:01:00,39.88,3.98
11381,2018-07-12 10:02:00,38.98,3.34
4380,2018-07-12 10:02:00,40.06,4.38
4382,2018-07-12 10:02:00,40.71,7.24
11593,2018-07-12 10:03:00,39.61,2.18
11587,2018-07-12 10:03:00,39.16,2.54
2719,2018-07-12 10:04:00,39.88,2.83
9659,2018-07-12 10:07:00,39.91,4.10
11552,2018-07-12 10:08:00,39.88,4.49
11586,2018-07-12 10:11:00,40.06,4.87
4380,2018-07-12 10:12:00,40.06,2.19
11381,2018-07-12 10:12:00,38.98,4.07
4382,2018-07-12 10:12:00,40.67,6.22
11587,2018-07-12 10:13:00,39.07,2.58
11593,2018-07-12 10:13:00,39.53,4.38
2719,2018-07-12 10:14:00,39.88,3.96
9659,2018-07-12 10:17:00,39.97,3.07
11552,2018-07-12 10:18:00,39.91,5.09
11586,2018-07-12 10:21:00,40.06,13.08
11381,2018-07-12 10:22:00,38.98,8.01
4380,2018-07-12 10:22:00,39.98,1.58
4382,2018-07-12 10:22:00,40.61,2.84
11587,2018-07-12 10:23:00,38.99,6.99
11593,2018-07-12 10:23:00,39.44,3.16
2719,2018-07-12 10:24:00,39.94,3.41
9659,2018-07-12 10:27:00,40.06,4.71
11552,2018-07-12 10:28:00,39.94,3.40
11586,2018-07-12 10:31:00,40.03,3.65
11381,2018-07-12 10:32:00,38.89,11.12
4382,2018-07-12 10:32:00,40.53,1.61
4380,2018-07-12 10:32:00,39.90,1.30
11593,2018-07-12 10:33:00,39.52,3.01
11587,2018-07-12 10:33:00,38.91,3.92
2719,2018-07-12 10:34:00,39.94,5.69
9659,2018-07-12 10:37:00,40.12,4.99
11552,2018-07-12 10:38:00,39.94,8.75
11586,2018-07-12 10:41:00,39.97,4.11
11381,2018-07-12 10:42:00,38.81,9.49
4382,2018-07-12 10:42:00,40.49,11.43
4380,2018-07-12 10:42:00,39.88,2.68
11593,2018-07-12 10:43:00,39.64,2.96
11587,2018-07-12 10:43:00,38.82,4.59
2719,2018-07-12 10:44:00,39.86,2.70
9659,2018-07-12 10:47:00,40.12,3.85
11552,2018-07-12 10:48:00,39.86,2.12
11586,2018-07-12 10:51:00,39.94,3.97
4380,2018-07-12 10:52:00,39.85,2.45
4382,2018-07-12 10:52:00,40.46,2.85
11381,2018-07-12 10:52:00,38.73,7.92
11587,2018-07-12 10:53:00,38.74,3.75
11593,2018-07-12 10:53:00,39.73,4.86
2719,2018-07-12 10:54:00,39.78,2.19
9659,2018-07-12 10:57:00,40.04,2.54
11552,2018-07-12 10:58:00,39.78,2.13
11586,2018-07-12 11:01:00,39.88,4.45
4380,2018-07-12 11:02:00,39.88,1.96
11381,2018-07-12 11:02:00,38.64,5.98
4382,2018-07-12 11:02:00,40.46,2.43
11587,2018-07-12 11:03:00,38.83,4.50
11593,2018-07-12 11:03:00,39.73,4.38
2719,2018-07-12 11:04:00,39.76,1.77
9659,2018-07-12 11:07:00,39.96,2.46
11552,2018-07-12 11:08:00,39.69,3.76
11586,2018-07-12 11:11:00,39.88,4.45
4380,2018-07-12 11:12:00,39.91,2.73
4382,2018-07-12 11:12:00,40.46,2.56
11381,2018-07-12 11:12:00,38.56,4.78
11593,2018-07-12 11:13:00,39.73,5.53
11587,2018-07-12 11:13:00,38.89,4.98
2719,2018-07-12 11:14:00,39.73,7.12
9659,2018-07-12 11:17:00,39.94,3.02
11552,2018-07-12 11:18:00,39.61,3.99
11586,2018-07-12 11:21:00,39.80,5.01
4380,2018-07-12 11:22:00,39.97,2.67
4382,2018-07-12 11:22:00,40.43,1.57
11381,2018-07-12 11:22:00,38.48,3.10
11587,2018-07-12 11:23:00,38.89,4.05
11593,2018-07-12 11:23:00,39.73,5.76
2719,2018-07-12 11:24:00,39.70,5.71
9659,2018-07-12 11:27:00,40.00,3.40
11552,2018-07-12 11:28:00,39.53,3.46
11586,2018-07-12 11:31:00,39.72,2.92
4380,2018-07-12 11:32:00,39.97,3.11
4382,2018-07-12 11:32:00,40.43,0.78
11381,2018-07-12 11:32:00,38.39,4.69
11593,2018-07-12 11:33:00,39.73,6.21
11587,2018-07-12 11:33:00,38.86,5.28
2719,2018-07-12 11:34:00,39.62,6.28
9659,2018-07-12 11:37:00,40.00,2.67
11552,2018-07-12 11:38:00,39.67,4.17
11586,2018-07-12 11:41:00,39.63,6.09
4380,2018-07-12 11:42:00,40.00,4.52
4382,2018-07-12 11:42:00,40.46,0.93
11381,2018-07-12 11:42:00,38.31,6.26
11593,2018-07-12 11:43:00,39.73,6.45
11587,2018-07-12 11:43:00,38.80,4.58
2719,2018-07-12 11:44:00,39.55,4.18
9659,2018-07-12 11:47:00,39.97,4.04
11552,2018-07-12 11:48:00,39.79,5.19
11586,2018-07-12 11:51:00,39.55,7.04
4380,2018-07-12 11:52:00,40.00,2.85
4382,2018-07-12 11:52:00,40.61,1.20
11381,2018-07-12 11:52:00,38.23,5.53
11587,2018-07-12 11:53:00,38.72,1.94
11593,2018-07-12 11:53:00,39.65,3.42
2719,2018-07-12 11:54:00,39.52,3.68
9659,2018-07-12 11:57:00,39.97,4.02
11552,2018-07-12 11:58:00,39.79,4.36
11586,2018-07-12 12:01:00,39.47,7.84
4382,2018-07-12 12:02:00,40.61,1.81
4380,2018-07-12 12:02:00,39.92,2.87
11381,2018-07-12 12:02:00,38.14,4.68
11587,2018-07-12 12:03:00,38.63,2.17
11593,2018-07-12 12:03:00,39.56,5.08
2719,2018-07-12 12:04:00,39.44,3.85
9659,2018-07-12 12:07:00,40.00,4.30
11552,2018-07-12 12:08:00,39.76,3.67
11586,2018-07-12 12:11:00,39.38,4.01
4382,2018-07-12 12:12:00,40.61,1.32
11381,2018-07-12 12:12:00,38.12,5.04
4380,2018-07-12 12:12:00,39.84,2.78
11593,2018-07-12 12:13:00,39.48,4.28
11587,2018-07-12 12:13:00,38.55,3.05
2719,2018-07-12 12:14:00,39.35,1.35
9659,2018-07-12 12:17:00,40.10,3.72
11552,2018-07-12 12:18:00,39.76,3.27
11586,2018-07-12 12:21:00,39.30,2.65
11381,2018-07-12 12:22:00,38.17,3.93
4380,2018-07-12 12:22:00,39.75,3.39
4382,2018-07-12 12:22:00,40.55,2.16
11587,2018-07-12 12:23:00,38.71,4.65
11593,2018-07-12 12:23:00,39.40,6.89
2719,2018-07-12 12:24:00,39.27,1.23
9659,2018-07-12 12:27:00,40.16,3.34
11552,2018-07-12 12:28:00,39.79,3.19
11586,2018-07-12 12:31:00,39.25,3.01
4380,2018-07-12 12:32:00,39.67,3.27
11381,2018-07-12 12:32:00,38.23,6.27
4382,2018-07-12 12:32:00,40.55,2.58
11587,2018-07-12 12:33:00,38.89,5.90
11593,2018-07-12 12:33:00,39.31,4.29
2719,2018-07-12 12:34:00,39.19,2.98
9659,2018-07-12 12:37:00,40.19,4.09
11552,2018-07-12 12:38:00,39.82,4.39
11586,2018-07-12 12:41:00,39.34,4.86
4380,2018-07-12 12:42:00,39.59,3.90
4382,2018-07-12 12:42:00,40.47,2.89
11381,2018-07-12 12:42:00,38.26,4.13
11587,2018-07-12 12:43:00,38.95,4.60
11593,2018-07-12 12:43:00,39.23,4.23
2719,2018-07-12 12:44:00,39.25,5.09
9659,2018-07-12 12:47:00,40.19,4.18
11552,2018-07-12 12:48:00,39.85,2.91
11586,2018-07-12 12:51:00,39.49,6.58
11381,2018-07-12 12:52:00,38.32,7.85
4380,2018-07-12 12:52:00,39.50,2.47
4382,2018-07-12 12:52:00,40.39,1.54
11587,2018-07-12 12:53:00,38.95,4.83
11593,2018-07-12 12:53:00,39.22,4.22
2719,2018-07-12 12:54:00,39.40,4.36
9659,2018-07-12 12:57:00,40.12,4.08
11552,2018-07-12 12:58:00,39.85,3.39
11586,2018-07-12 13:01:00,39.58,5.02
4380,2018-07-12 13:02:00,39.42,3.18
4382,2018-07-12 13:02:00,40.30,2.27
11381,2018-07-12 13:02:00,38.35,7.57
11587,2018-07-12 13:03:00,38.87,4.84
11593,2018-07-12 13:03:00,39.37,4.76
2719,2018-07-12 13:04:00,39.43,6.67
9659,2018-07-12 13:07:00,40.12,5.29
11552,2018-07-12 13:08:00,39.82,1.83
11586,2018-07-12 13:11:00,39.61,5.77
4382,2018-07-12 13:12:00,40.22,2.57
11381,2018-07-12 13:12:00,38.44,18.17
4380,2018-07-12 13:12:00,39.34,1.57
11587,2018-07-12 13:13:00,38.78,1.88
11593,2018-07-12 13:13:00,39.58,5.34
2719,2018-07-12 13:14:00,39.49,6.40
9659,2018-07-12 13:17:00,40.12,3.90
11552,2018-07-12 13:18:00,39.82,2.81
11586,2018-07-12 13:21:00,39.61,5.20
4382,2018-07-12 13:22:00,40.14,3.64
11381,2018-07-12 13:22:00,38.47,12.41
4380,2018-07-12 13:22:00,39.25,1.86
11593,2018-07-12 13:23:00,39.76,5.93
11587,2018-07-12 13:23:00,38.70,2.31
2719,2018-07-12 13:24:00,39.49,6.72
9659,2018-07-12 13:27:00,40.04,3.86
11552,2018-07-12 13:28:00,39.85,6.79
11586,2018-07-12 13:31:00,39.53,3.12
11381,2018-07-12 13:32:00,38.50,16.26
4380,2018-07-12 13:32:00,39.25,1.98
4382,2018-07-12 13:32:00,40.05,3.55
11593,2018-07-12 13:33:00,39.94,5.58
11587,2018-07-12 13:33:00,38.62,2.94
2719,2018-07-12 13:34:00,39.41,4.46
9659,2018-07-12 13:37:00,40.00,2.63
11552,2018-07-12 13:38:00,39.85,6.16
11586,2018-07-12 13:41:00,39.44,4.79
11381,2018-07-12 13:42:00,38.53,13.98
4380,2018-07-12 13:42:00,39.25,2.17
4382,2018-07-12 13:42:00,39.97,2.70
11587,2018-07-12 13:43:00,38.53,3.69
11593,2018-07-12 13:43:00,40.00,6.58
2719,2018-07-12 13:44:00,39.40,4.06
9659,2018-07-12 13:47:00,39.92,1.54
11552,2018-07-12 13:48:00,39.77,5.42
11586,2018-07-12 13:51:00,39.36,2.39
11381,2018-07-12 13:52:00,38.53,4.45
4380,2018-07-12 13:52:00,39.25,3.12
4382,2018-07-12 13:52:00,39.89,3.72
11593,2018-07-12 13:53:00,40.03,5.06
11587,2018-07-12 13:53:00,38.47,1.81
2719,2018-07-12 13:54:00,39.37,3.74
9659,2018-07-12 13:57:00,39.84,1.24
11552,2018-07-12 13:58:00,39.69,4.71
11586,2018-07-12 14:01:00,39.28,2.59
11381,2018-07-12 14:02:00,38.53,4.23
4382,2018-07-12 14:02:00,39.80,2.72
4380,2018-07-12 14:02:00,39.16,3.96
11587,2018-07-12 14:03:00,38.50,3.59
11593,2018-07-12 14:03:00,40.03,5.28
2719,2018-07-12 14:04:00,39.31,3.71
